Store_ID,Store_Area,Items_Available,Daily_Customer_Count,Store_Sales
176,1356.0,1619,700,42620.0
177,1536.0,1848,670,69450.0
178,1605.0,1902,390,73120.0
179,1704.0,2032,590,48300.0
180,1626.0,1941,1350,58090.0
181,1612.0,1939,840,74250.0
182,1174.0,1396,1100,40930.0
183,1923.0,2339,950,70930.0
184,1702.0,2053,950,64670.0
185,1398.0,1692,650,77420.0
186,1437.0,1717,230,32330.0
187,1524.0,1796,1060,41080.0
188,1660.0,1985,1180,42860.0
189,1302.0,1569,710,68450.0
190,1666.0,2000,480,39730.0
191,1391.0,1649,810,83750.0
192,1778.0,2148,1140,69940.0
193,1462.0,1770,1070,67710.0
194,1751.0,2115,790,67360.0
195,1652.0,1982,690,52460.0
196,1841.0,2215,610,88760.0
197,1496.0,1791,1240,67030.0
198,1504.0,1827,840,78230.0
199,1524.0,1808,460,62270.0
200,1148.0,1371,940,49760.0
201,1468.0,1744,590,73660.0
202,1310.0,1558,890,72320.0
203,1321.0,1579,770,68890.0
204,992.0,1192,900,34180.0
205,1540.0,1857,1020,58260.0
206,1807.0,2149,910,38120.0
207,1526.0,1853,660,49070.0
208,1406.0,1677,480,61660.0
209,1703.0,2055,1080,37830.0
210,1575.0,1872,690,52270.0
211,1309.0,1572,510,52280.0
212,1488.0,1807,1030,70810.0
213,1658.0,1988,370,71530.0
214,1863.0,2245,640,77260.0
215,1458.0,1725,750,75550.0
216,1604.0,1909,370,33730.0
217,1575.0,1899,840,66270.0
218,1525.0,1829,840,55820.0
219,1451.0,1737,890,68430.0
220,1390.0,1687,620,73990.0
221,1442.0,1742,310,62800.0
222,1620.0,1922,550,33740.0
223,1251.0,1527,380,63830.0
224,1318.0,1606,1200,24410.0
225,1647.0,1962,800,70020.0
226,1829.0,2175,870,92240.0
227,1852.0,2227,1220,68230.0
228,1699.0,2053,1080,81870.0
229,1325.0,1595,540,73860.0
230,1350.0,1634,880,77120.0
231,1347.0,1628,120,72350.0
232,1397.0,1661,1410,49160.0
233,1245.0,1499,570,45650.0
234,1366.0,1649,940,52780.0
235,1378.0,1658,760,90960.0
236,1767.0,2110,1200,64950.0
237,1184.0,1434,670,47230.0
238,1257.0,1505,950,83250.0
239,1863.0,2247,480,51950.0
240,1881.0,2244,920,66030.0
241,1329.0,1609,1150,68590.0
242,1539.0,1848,750,47140.0
243,1557.0,1861,370,69940.0
244,2007.0,2397,610,65890.0
245,1185.0,1418,1150,89310.0
246,1657.0,2003,1070,58540.0
247,1294.0,1539,790,78130.0
248,1296.0,1559,1070,92300.0
249,1733.0,2097,730,56170.0
250,1641.0,1976,620,46050.0
251,1373.0,1648,530,43390.0
252,1550.0,1845,700,61750.0
253,1583.0,1907,680,21830.0
254,1428.0,1719,1060,39800.0
255,1604.0,1925,670,54370.0
256,1439.0,1735,400,62470.0
257,1648.0,2003,910,82930.0
258,1025.0,1231,760,63720.0
259,2001.0,2394,540,79180.0
260,1145.0,1370,350,38210.0
261,1174.0,1426,980,25950.0
262,913.0,1106,860,56610.0
263,1199.0,1433,1020,73710.0
264,1875.0,2254,1120,70400.0
265,1153.0,1397,1020,50440.0
266,1240.0,1492,940,66840.0
267,1381.0,1660,970,50170.0
268,1701.0,2030,830,60140.0
269,1206.0,1456,920,37130.0
270,1476.0,1777,660,42890.0
271,1189.0,1439,780,26220.0
272,1837.0,2220,340,50840.0
273,1319.0,1571,1190,25630.0
274,1617.0,1901,490,60770.0
275,1631.0,1967,1090,69600.0
276,1517.0,1805,1040,41740.0
277,1764.0,2109,1210,50130.0
278,1572.0,1869,1030,21750.0
279,1855.0,2197,1170,80490.0
280,1327.0,1571,730,34020.0
281,1270.0,1515,720,60240.0
282,1734.0,2073,500,39460.0
283,1533.0,1848,1070,56440.0
284,1390.0,1646,800,46840.0
285,1856.0,2216,1020,64820.0
286,1000.0,1215,1070,52520.0
287,1313.0,1586,420,45940.0
288,1494.0,1799,510,38970.0
289,1386.0,1674,1210,58610.0
290,1979.0,2364,660,30810.0
291,1057.0,1264,360,47730.0
292,902.0,1093,1210,64640.0
293,1347.0,1622,560,44860.0
294,1314.0,1576,360,55660.0
295,1513.0,1803,970,57530.0
296,1305.0,1548,480,75200.0
297,1180.0,1436,690,37330.0
298,1142.0,1352,710,35280.0
299,1471.0,1768,780,70610.0
300,1075.0,1288,630,49720.0
301,1578.0,1885,220,68850.0
302,1585.0,1916,1110,50740.0
303,1391.0,1648,720,77070.0
304,1577.0,1892,560,74730.0
305,1092.0,1314,600,76530.0
306,1375.0,1681,440,68900.0
307,1523.0,1813,520,44960.0
308,1373.0,1654,410,41490.0
309,1550.0,1871,590,74320.0
310,1614.0,1946,740,73800.0
311,1566.0,1889,610,56400.0
312,2019.0,2396,540,71570.0
313,1494.0,1806,1450,43640.0
314,1659.0,2008,620,35120.0
315,1766.0,2131,340,58670.0
316,1293.0,1554,970,75800.0
317,1375.0,1659,1080,76640.0
318,1236.0,1484,560,31890.0
319,1332.0,1586,630,61670.0
320,1513.0,1825,980,75950.0
321,1208.0,1459,930,41490.0
322,1190.0,1429,470,66170.0
323,1448.0,1734,680,37980.0
324,1771.0,2147,430,62710.0
325,1365.0,1645,830,60470.0
326,1510.0,1810,950,35230.0
327,1458.0,1736,870,48550.0
328,1808.0,2157,730,56810.0
329,1615.0,1954,760,41080.0
330,1640.0,1948,960,51270.0
331,1060.0,1273,860,57500.0
332,1633.0,1968,330,81470.0
333,1222.0,1473,630,49570.0
334,1619.0,1957,1280,45580.0
335,1624.0,1973,1440,44660.0
336,1887.0,2278,570,76240.0
337,1320.0,1583,540,43720.0
338,1450.0,1750,480,46700.0
339,1455.0,1764,390,84690.0
340,966.0,1172,900,85470.0
341,1922.0,2290,290,80410.0
342,1678.0,1999,740,46650.0
343,1638.0,1952,690,81840.0
344,1145.0,1375,950,63590.0
345,2004.0,2390,930,50130.0
346,1954.0,2378,810,45820.0
347,1577.0,1879,760,86710.0
348,1766.0,2138,580,49980.0
349,1362.0,1634,770,82940.0
350,1886.0,2228,1530,40350.0
351,1291.0,1546,420,93950.0
352,1584.0,1897,1210,47310.0
353,1397.0,1686,850,21300.0
354,1445.0,1709,1340,62180.0
355,1433.0,1707,1160,61460.0
356,1269.0,1511,500,54360.0
357,1798.0,2134,820,72050.0
358,1514.0,1822,670,48090.0
359,1015.0,1216,460,27310.0
360,1495.0,1799,950,57160.0
361,1759.0,2095,980,34190.0
362,1219.0,1468,850,35600.0
363,1571.0,1877,580,54670.0
364,1404.0,1670,620,76730.0
365,1124.0,1369,650,63540.0
366,1514.0,1837,1130,36690.0
367,1207.0,1476,720,87370.0
368,1484.0,1774,940,59800.0
369,1398.0,1678,920,48030.0
370,1769.0,2112,660,96650.0
371,1111.0,1322,610,65500.0
372,1078.0,1305,1190,55530.0
373,1876.0,2254,1340,21650.0
374,1909.0,2306,820,31940.0
375,1940.0,2343,1130,84690.0
376,1391.0,1683,890,68390.0
377,1496.0,1774,810,75490.0
378,1412.0,1699,680,39200.0
379,1121.0,1345,320,85670.0
380,1691.0,2026,700,60530.0
381,1599.0,1946,940,78090.0
382,1208.0,1467,910,50720.0
383,1454.0,1737,870,23090.0
384,1555.0,1881,1260,91360.0
385,1554.0,1852,440,48120.0
386,1491.0,1800,980,75620.0
387,1415.0,1697,1200,39420.0
388,1487.0,1801,890,51130.0
389,1339.0,1589,1050,33890.0
390,1320.0,1562,610,87170.0
391,1509.0,1799,960,38600.0
392,1406.0,1680,860,60980.0
393,1264.0,1502,800,79410.0
394,1905.0,2280,1060,82350.0
395,1209.0,1464,600,36740.0
396,1546.0,1829,380,27720.0
397,1689.0,2044,1140,32260.0
398,1153.0,1381,730,53270.0
399,2063.0,2493,810,51480.0
400,1848.0,2254,1000,59970.0
401,1718.0,2056,1220,83600.0
402,1480.0,1773,360,63020.0
403,1439.0,1724,900,50920.0
404,1576.0,1896,750,56450.0
405,1948.0,2374,930,89540.0
406,1613.0,1893,1180,46030.0
407,896.0,1059,870,75110.0
408,1625.0,1943,680,74520.0
409,1303.0,1587,1310,102310.0
410,1340.0,1605,1000,53400.0
411,1410.0,1704,1130,59760.0
412,1432.0,1719,990,49540.0
413,1891.0,2280,360,51560.0
414,1322.0,1583,720,49510.0
415,1378.0,1670,950,58610.0
416,1462.0,1732,840,68260.0
417,1440.0,1733,1120,65310.0
418,1421.0,1724,920,52090.0
419,1280.0,1530,1240,43860.0
420,1431.0,1710,840,74170.0
421,1161.0,1404,430,58380.0
422,1175.0,1405,810,91200.0
423,1395.0,1662,920,90940.0
424,1443.0,1755,880,49330.0
425,1247.0,1523,1350,53500.0
426,1788.0,2133,1000,54590.0
427,1138.0,1375,1220,57450.0
428,1709.0,2042,430,33240.0
429,1777.0,2145,520,80790.0
430,1612.0,1918,580,61000.0
431,1618.0,1943,460,47620.0
432,1311.0,1571,470,72090.0
433,1365.0,1638,680,102920.0
434,1249.0,1503,950,61970.0
435,1373.0,1635,840,61040.0
436,1536.0,1836,990,52060.0
437,1744.0,2101,520,69570.0
438,1513.0,1820,520,66020.0
439,1297.0,1561,1070,40000.0
440,1908.0,2304,990,79500.0
441,1721.0,2076,710,76300.0
442,1243.0,1491,430,69030.0
443,1472.0,1766,1290,57140.0
444,1307.0,1570,1080,41710.0
445,1628.0,1959,890,71480.0
446,1556.0,1869,1000,33010.0
447,1179.0,1428,1290,74570.0
448,1768.0,2123,860,49590.0
449,1378.0,1656,1010,73170.0
450,1685.0,2015,1160,79220.0
451,1474.0,1759,880,75880.0
452,1794.0,2137,670,67610.0
453,1086.0,1291,930,69090.0
454,1808.0,2154,990,35220.0
455,1501.0,1790,450,53940.0
456,1353.0,1598,690,56660.0
457,1455.0,1757,650,67520.0
458,1165.0,1411,1020,38620.0
459,1332.0,1610,880,38890.0
460,1396.0,1668,760,79270.0
461,1513.0,1821,690,42880.0
462,1618.0,1940,630,44240.0
463,1845.0,2233,370,43190.0
464,1172.0,1411,460,74550.0
465,1436.0,1737,770,57090.0
466,1738.0,2065,750,56480.0
467,2229.0,2667,660,87410.0
468,1490.0,1783,730,81370.0
469,1060.0,1279,670,97360.0
470,2015.0,2436,680,77960.0
471,1611.0,1919,960,71240.0
472,1187.0,1417,1230,58940.0
473,1430.0,1690,800,78950.0
474,1543.0,1840,450,36380.0
475,1836.0,2195,940,45160.0
476,1463.0,1764,1060,69050.0
477,1213.0,1462,560,56830.0
478,1244.0,1480,860,93530.0
479,1745.0,2108,730,46920.0
480,933.0,1121,940,55990.0
481,1764.0,2132,920,40840.0
482,1675.0,2002,1050,64990.0
483,1688.0,2046,380,53550.0
484,1842.0,2204,930,51320.0
485,1316.0,1597,980,36560.0
486,1440.0,1719,580,66050.0
487,1760.0,2111,680,52400.0
488,1323.0,1571,850,27970.0
489,1230.0,1466,730,67100.0
490,1540.0,1838,570,43710.0
491,1167.0,1388,620,38600.0
492,1429.0,1695,890,53890.0
493,1491.0,1770,800,52610.0
494,1313.0,1574,920,43130.0
495,1609.0,1943,920,40300.0
496,1109.0,1342,760,49750.0
497,1207.0,1440,500,43840.0
498,902.0,1087,680,56820.0
499,1191.0,1422,770,36350.0
500,1335.0,1601,460,50820.0
501,1382.0,1660,1070,83720.0
502,1588.0,1906,450,46970.0
503,1918.0,2284,310,78020.0
504,1484.0,1774,880,45080.0
505,1334.0,1607,370,55160.0
506,1556.0,1846,760,72020.0
507,1784.0,2142,950,64010.0
508,1244.0,1477,890,27840.0
509,1496.0,1787,800,58070.0
510,1719.0,2058,700,51760.0
511,1678.0,2022,1050,66050.0
512,1247.0,1490,330,65750.0
513,1191.0,1421,980,65820.0
514,1832.0,2208,1090,46760.0
515,1271.0,1523,1140,50940.0
516,1735.0,2084,820,56440.0
517,1627.0,1948,890,32610.0
518,1351.0,1616,650,62770.0
519,1520.0,1817,850,63600.0
520,1490.0,1788,360,45840.0
521,1777.0,2117,780,38280.0
522,1688.0,2037,590,50960.0
523,1537.0,1836,670,39480.0
524,1622.0,1968,340,69610.0
525,1148.0,1384,730,47800.0
526,1001.0,1194,1210,44890.0
527,1857.0,2236,1280,67420.0
528,1552.0,1869,710,78870.0
529,1700.0,2064,940,70310.0
530,1554.0,1844,670,38530.0
531,1482.0,1777,800,77570.0
532,1275.0,1517,790,59920.0
533,1642.0,1981,720,54450.0
534,1381.0,1633,1270,50250.0
535,1381.0,1634,930,30790.0
536,1057.0,1262,1490,35420.0
537,1192.0,1445,810,43470.0
538,1601.0,1920,600,61000.0
539,1622.0,1968,210,64780.0
540,1607.0,1909,460,39030.0
541,2214.0,2647,740,65900.0
542,1633.0,1936,1320,46050.0
543,1546.0,1845,760,59070.0
544,1475.0,1753,920,44670.0
545,1270.0,1519,920,58390.0
546,1185.0,1420,880,80370.0
547,1614.0,1938,1110,53230.0
548,1141.0,1353,1370,72000.0
549,1244.0,1481,410,84040.0
550,869.0,1050,850,52540.0
551,2049.0,2465,720,63510.0
552,1883.0,2262,570,42240.0
553,1526.0,1842,690,39580.0
554,1165.0,1390,1220,54610.0
555,1832.0,2185,840,87330.0
556,1723.0,2072,560,88410.0
557,932.0,1138,820,89760.0
558,1137.0,1374,700,101780.0
559,1231.0,1472,810,70290.0
560,1237.0,1512,1070,88210.0
561,1371.0,1650,540,87160.0
562,1767.0,2158,530,41540.0
563,1748.0,2092,580,49170.0
564,1212.0,1440,500,63950.0
565,1466.0,1743,1200,70810.0
566,1152.0,1386,980,49590.0
567,1439.0,1703,1000,67290.0
568,2026.0,2400,720,51240.0
569,1772.0,2146,1030,48540.0
570,1511.0,1822,420,72410.0
571,1199.0,1461,1070,54370.0
572,1834.0,2184,830,94460.0
573,1143.0,1375,940,85160.0
574,1494.0,1794,550,52130.0
575,1770.0,2131,1140,54650.0
576,1455.0,1747,750,69320.0
577,1141.0,1372,620,51480.0
578,1586.0,1886,660,50060.0
579,1701.0,2034,660,62180.0
580,1860.0,2246,410,79780.0
581,1167.0,1406,440,42860.0
582,1424.0,1716,630,54410.0
583,1710.0,2053,730,69390.0
584,1408.0,1708,220,42810.0
585,1517.0,1831,610,30840.0
586,1227.0,1476,720,56260.0
587,1609.0,1930,740,76470.0
588,1553.0,1831,740,35680.0
589,1814.0,2174,770,90070.0
590,1240.0,1493,590,33120.0
591,1206.0,1437,1330,54060.0
592,1847.0,2186,910,75120.0
593,1009.0,1202,330,41600.0
594,1624.0,1946,870,20270.0
595,1612.0,1931,790,60060.0
596,1498.0,1805,1270,82270.0
597,946.0,1125,590,29170.0
598,1563.0,1872,1080,68420.0
599,1664.0,2016,830,59130.0
600,1619.0,1947,910,74330.0
601,1433.0,1722,830,77080.0
602,1241.0,1489,1380,76250.0
603,1429.0,1720,1180,59540.0
604,1241.0,1488,770,54690.0
605,1078.0,1306,680,84360.0
606,1690.0,2065,910,51420.0
607,1289.0,1536,540,65120.0
608,1581.0,1894,760,49380.0
609,1608.0,1945,760,37830.0
610,1344.0,1608,730,35980.0
611,1513.0,1804,430,69190.0
612,1529.0,1839,1000,50590.0
613,1677.0,2014,660,60800.0
614,1015.0,1229,930,31180.0
615,1438.0,1751,760,77790.0
616,1426.0,1718,370,47570.0
617,1412.0,1701,630,69130.0
618,1622.0,1944,360,75970.0
619,1503.0,1791,630,68350.0
620,1501.0,1789,670,41680.0
621,1971.0,2342,690,86560.0
622,1383.0,1687,830,81390.0
623,1371.0,1635,720,50730.0
624,1508.0,1823,520,71290.0
625,1057.0,1284,750,70110.0
626,1411.0,1680,1070,61590.0
627,1466.0,1746,590,69370.0
628,1545.0,1888,600,67110.0
629,2044.0,2408,380,82020.0
630,1887.0,2264,830,62050.0
631,1505.0,1836,940,61730.0
632,1422.0,1722,560,58660.0
633,1564.0,1869,1030,53370.0
634,1510.0,1810,730,39700.0
635,1568.0,1920,890,53750.0
636,1933.0,2338,1140,44730.0
637,1501.0,1822,590,49350.0
638,1593.0,1911,580,43340.0
639,1812.0,2189,310,78090.0
640,1580.0,1895,720,54950.0
641,1440.0,1749,490,75530.0
642,1100.0,1331,1010,57330.0
643,1534.0,1841,680,87930.0
644,1299.0,1555,1020,56850.0
645,1767.0,2121,1050,78430.0
646,1368.0,1649,740,63660.0
647,1393.0,1670,410,62960.0
648,1327.0,1590,770,81870.0
649,1514.0,1794,1400,54820.0
650,1989.0,2414,860,116320.0
651,1334.0,1584,840,57200.0
652,1533.0,1817,950,84360.0
653,1809.0,2145,940,36530.0
654,1607.0,1933,930,81260.0
655,1165.0,1387,1060,82350.0
656,1193.0,1430,560,80830.0
657,1709.0,2065,670,30610.0
658,1525.0,1839,540,51310.0
659,1348.0,1623,1010,72940.0
660,1132.0,1366,1340,52450.0
661,1667.0,2020,980,66070.0
662,1427.0,1720,630,43190.0
663,1211.0,1447,1110,40730.0
664,1717.0,2048,700,78530.0
665,1766.0,2111,580,94690.0
666,1086.0,1299,1050,44400.0
667,1410.0,1692,790,73800.0
668,1476.0,1760,600,37390.0
669,1068.0,1278,440,64120.0
670,1485.0,1785,1340,66160.0
671,1461.0,1739,1250,22310.0
672,1685.0,2010,990,62380.0
673,1624.0,1958,290,63850.0
674,1658.0,2000,350,36210.0
675,1427.0,1677,210,54590.0
676,1755.0,2072,810,69610.0
677,1211.0,1472,790,65390.0
678,1591.0,1896,780,78130.0
679,1797.0,2126,730,55710.0
680,1519.0,1823,1040,69210.0
681,1637.0,1958,760,59940.0
682,1451.0,1750,570,72550.0
683,1203.0,1446,620,44260.0
684,1884.0,2262,310,56910.0
685,1540.0,1820,310,82390.0
686,1121.0,1332,790,54590.0
687,1307.0,1562,490,69990.0
688,1475.0,1775,230,72740.0
689,1160.0,1401,900,35360.0
690,1078.0,1276,640,94370.0
691,1191.0,1436,840,43520.0
692,1317.0,1569,780,36000.0
693,1548.0,1858,480,99480.0
694,1560.0,1883,1040,83220.0
695,1297.0,1529,870,52940.0
696,1645.0,1958,530,93360.0
697,1225.0,1455,750,73590.0
698,1421.0,1704,840,53840.0
699,1655.0,1956,800,47350.0
700,1615.0,1928,660,65080.0
701,1872.0,2262,560,62050.0
702,1317.0,1581,910,30020.0
703,1434.0,1729,480,49510.0
704,1791.0,2167,700,64320.0
705,932.0,1120,660,35590.0
706,1609.0,1924,1170,63050.0
707,1495.0,1793,1020,65300.0
708,1769.0,2153,580,69560.0
709,1693.0,2032,610,41910.0
710,1247.0,1497,590,28330.0
711,1502.0,1815,190,55980.0
712,1360.0,1612,490,61080.0
713,1542.0,1844,680,51380.0
714,1631.0,1947,670,84410.0
715,1246.0,1482,1070,60680.0
716,1990.0,2384,1110,64690.0
717,967.0,1154,560,45780.0
718,1582.0,1894,1100,41800.0
719,1430.0,1743,970,53230.0
720,1827.0,2160,930,36160.0
721,1118.0,1338,1040,40450.0
722,1766.0,2109,1120,57910.0
723,1799.0,2173,910,36280.0
724,1167.0,1411,440,39190.0
725,1493.0,1795,530,62380.0
726,1445.0,1734,900,21470.0
727,1033.0,1237,740,34610.0
728,1440.0,1711,1020,88120.0
729,1487.0,1773,970,59190.0
730,1854.0,2205,890,36290.0
731,1748.0,2086,550,53760.0
732,1937.0,2310,520,66300.0
733,1641.0,1999,950,93000.0
734,1659.0,1999,650,65660.0
735,1743.0,2061,860,81930.0
736,1449.0,1733,320,60060.0
737,1098.0,1309,860,59530.0
738,1121.0,1351,900,46380.0
739,1526.0,1858,550,76200.0
740,1358.0,1645,770,56860.0
741,1336.0,1616,710,86620.0
742,1502.0,1802,840,49730.0
743,1534.0,1858,860,88370.0
744,1418.0,1699,870,49160.0
745,854.0,1018,660,77740.0
746,1450.0,1728,930,38560.0
747,1474.0,1776,1020,51990.0
748,1524.0,1819,1190,39970.0
749,1361.0,1638,1140,46040.0
750,1398.0,1683,490,49500.0
751,1085.0,1308,1170,76670.0
752,1660.0,1979,480,75800.0
753,1648.0,2017,930,81720.0
754,1453.0,1749,890,58440.0
755,1323.0,1591,680,85720.0
756,1385.0,1643,740,70940.0
757,1250.0,1506,990,62420.0
758,1389.0,1683,680,56880.0
759,1486.0,1758,820,101820.0
760,1655.0,1993,440,86890.0
761,1645.0,1963,900,47300.0
762,1464.0,1771,1080,31270.0
763,1197.0,1428,830,65410.0
764,1878.0,2264,310,54200.0
765,1150.0,1378,730,67390.0
766,1562.0,1881,740,54530.0
767,1596.0,1939,960,79760.0
768,1119.0,1345,790,78060.0
769,1116.0,1347,700,74080.0
770,1934.0,2349,750,52990.0
771,1299.0,1540,590,70580.0
772,1417.0,1689,570,34310.0
773,1235.0,1503,660,74160.0
774,1497.0,1815,700,59190.0
775,1430.0,1704,1070,43370.0
776,1537.0,1877,660,17670.0
777,1444.0,1742,840,56710.0
778,1477.0,1798,850,59820.0
779,1041.0,1246,600,36190.0
780,1226.0,1472,710,60440.0
781,1489.0,1783,450,75300.0
782,1549.0,1871,740,74080.0
783,1073.0,1280,1240,60440.0
784,1473.0,1785,570,80720.0
785,2013.0,2396,580,47060.0
786,1975.0,2368,450,86830.0
787,1561.0,1877,790,56790.0
788,1427.0,1723,1040,67090.0
789,1441.0,1747,670,44370.0
790,1275.0,1548,370,82970.0
791,1574.0,1876,620,56230.0
792,1511.0,1791,1010,53760.0
793,1428.0,1713,550,55390.0
794,1388.0,1672,800,73500.0
795,1057.0,1280,610,41050.0
796,1440.0,1747,1090,67320.0
797,1349.0,1610,700,65890.0
798,1536.0,1808,830,56380.0
799,2019.0,2420,850,85670.0
800,1236.0,1508,1260,70830.0
801,1436.0,1715,1030,48180.0
802,1862.0,2248,1160,51910.0
803,1200.0,1442,880,44320.0
804,1360.0,1650,420,58940.0
805,1722.0,2078,770,73610.0
806,1577.0,1902,910,54060.0
807,1850.0,2214,1110,85000.0
808,1447.0,1730,510,49030.0
809,1496.0,1800,780,63300.0
810,1679.0,2008,790,84300.0
